date,price
Feb 2003,0
Mar 2003,0
Apr 2003,0
May 2003,0
Jun 2003,0
Jul 2003,0
Aug 2003,0
Sep 2003,0
Oct 2003,0
Nov 2003,0
Dec 2003,0
Jan 2004,0
Feb 2004,0
Mar 2004,0
Apr 2004,0
May 2004,0
Jun 2004,0
Jul 2004,0
Aug 2004,0
Sep 2004,0
Oct 2004,0
Nov 2004,0
Dec 2004,0
Jan 2005,0
Feb 2005,0
Mar 2005,0
Apr 2005,0
May 2005,0
Jun 2005,0
Jul 2005,0
Aug 2005,0
Sep 2005,0
Oct 2005,0
Nov 2005,0
Dec 2005,0
Jan 2006,0
Feb 2006,0
Mar 2006,0
Apr 2006,0
May 2006,0
Jun 2006,0
Jul 2006,0
Aug 2006,0
Sep 2006,0
Oct 2006,0
Nov 2006,0
Dec 2006,0
Jan 2007,0
Feb 2007,0
Mar 2007,0
Apr 2007,0
May 2007,0
Jun 2007,0
Jul 2007,0
Aug 2007,0
Sep 2007,0
Oct 2007,0
Nov 2007,0
Dec 2007,0
Jan 2008,0
Feb 2008,0
Mar 2008,0
Apr 2008,0
May 2008,0
Jun 2008,0
Jul 2008,0
Aug 2008,0
Sep 2008,0
Oct 2008,0
Nov 2008,0
Dec 2008,0
Jan 2009,0
Feb 2009,0
Mar 2009,0
Apr 2009,0
May 2009,0
Jun 2009,0
Jul 2009,0
Aug 2009,0
Sep 2009,0
Oct 2009,0
Nov 2009,0
Dec 2009,0
Jan 2010,0
Feb 2010,0
Mar 2010,0
Apr 2010,0
May 2010,0
Jun 2010,1789
Jul 2010,1846
Aug 2010,1666
Sep 2010,1219
Oct 2010,842
Nov 2010,898
Dec 2010,1171
Jan 2011,889
Feb 2011,594
Mar 2011,1589
Apr 2011,1921
May 2011,4131
Jun 2011,2218
Jul 2011,3510
Aug 2011,2843
Sep 2011,1488
Oct 2011,484
Nov 2011,1106
Dec 2011,1118
Jan 2012,1125
Feb 2012,1099
Mar 2012,872
Apr 2012,475
May 2012,543
Jun 2012,353
Jul 2012,587
Aug 2012,703
Sep 2012,881
Oct 2012,627
Nov 2012,567
Dec 2012,838
Jan 2013,340
Feb 2013,470
Mar 2013,516
Apr 2013,498
May 2013,491
Jun 2013,410
Jul 2013,519
Aug 2013,267
Sep 2013,160
Oct 2013,24
Dec 2013,3
Jan 2014,4
Mar 2014,1
Apr 2014,1
May 2014,1
Jun 2014,1
Jul 2014,1
Aug 2014,1
